Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,QualityTier,BrewingRecommendations,QualityTier,BrewingRecommendations
Arabica,Taiwan,2014,Green,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Philippines,2015,Blue-Green,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Philippines,2014,Blue-Green,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92,Specialty Grade,Aeropress Brewing; Cold Brew Brewing,Specialty Grade,Aeropress Brewing; Cold Brew Brewing
Arabica,Mexico,2015,Blue-Green,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2015,Blue-Green,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2014,Green,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.58,82.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Uganda,2013,Green,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,Specialty Grade,Aeropress Brewing,Specialty Grade,Aeropress Brewing
Arabica,Uganda,2013,Green,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2014,Green,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,Green,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2012,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,7.75,82.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Blue-Green,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92,Specialty Grade,Aeropress Brewing; Cold Brew Brewing,Specialty Grade,Aeropress Brewing; Cold Brew Brewing
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Kenya,2017,Green,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Blue-Green,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,El Salvador,2016,Green,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Rwanda,2015,Blue-Green,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Vietnam,2014,Green,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2015,Green,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Green,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2014,Green,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2012,Green,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10.0,10.0,10.0,7.5,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10.0,10.0,10.0,7.5,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.58,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.67,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Indonesia,2017,Blue-Green,Other,7.5,7.58,7.42,7.58,7.58,7.5,10.0,10.0,10.0,7.58,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2016,Green,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10.0,10.0,7.67,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2016,Blue-Green,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.67,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2017,Green,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.67,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Blue-Green,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,82.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,China,2015,Green,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10.0,10.0,10.0,7.58,82.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,China,2015,Green,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Blue-Green,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.5,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Malawi,2014,Blue-Green,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2014,Green,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10.0,10.0,10.0,7.42,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2014,Green,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10.0,10.0,10.0,7.67,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2013,Blue-Green,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.42,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2013,Green,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8.0,9.33,9.33,10.0,7.75,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10.0,10.0,10.0,7.5,82.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Green,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.75,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2012,Blue-Green,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.5,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.42,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10.0,10.0,7.75,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Panama,2012,Green,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10.0,10.0,10.0,7.58,82.75,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2017,Green,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10.0,10.0,10.0,7.5,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2016,Blue-Green,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.5,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Laos,2015,Blue-Green,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10.0,10.0,10.0,7.58,82.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,El Salvador,2016,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10.0,10.0,9.33,7.5,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2015,Green,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10.0,10.0,10.0,7.42,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2015,Green,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,82.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2014,Green,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2014,Green,Washed / Wet,8.0,7.83,7.83,7.42,7.25,7.25,10.0,10.0,10.0,7.08,82.67,Specialty Grade,Aeropress Brewing; Cold Brew Brewing,Specialty Grade,Aeropress Brewing; Cold Brew Brewing
Arabica,Mexico,2014,Green,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Uganda,2013,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2013,Green,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Thailand,2013,Blue-Green,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Blue-Green,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10.0,10.0,10.0,7.42,82.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2012,Green,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Thailand,2012,Blue-Green,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10.0,10.0,9.33,7.58,82.67,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Taiwan,2016,Green,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2016,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10.0,10.0,10.0,7.5,82.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Indonesia,2015,Blue-Green,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Thailand,2014,Green,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10.0,10.0,10.0,7.5,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Thailand,2014,Blue-Green,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Uganda,2013,Green,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Costa Rica,2013,Green,Washed / Wet,7.67,7.42,7.5,7.67,7.0,7.75,10.0,10.0,10.0,7.58,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2014,Green,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10.0,10.0,7.58,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Blue-Green,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10.0,10.0,10.0,7.5,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Blue-Green,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10.0,10.0,10.0,7.5,82.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2013,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,10.0,7.42,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,10.0,7.5,82.58,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,10.0,7.67,82.58,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2017,Green,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Indonesia,2017,Green,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,10.0,7.42,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Honduras,2017,Green,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2016,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Thailand,2014,Green,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,10.0,7.83,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Green,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Tanzania,2014,Blue-Green,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2013,Green,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,10.0,7.58,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2013,Blue-Green,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,10.0,7.5,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,10.0,7.5,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2012,Green,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2012,Green,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,United States (Hawaii),2012,Green,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2017,Green,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2016,Green,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Guatemala,2017,Green,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2016,Green,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,China,2015,Green,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Tanzania,2015,Green,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Brazil,2015,Green,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Guatemala,2013,Green,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2014,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2012,Blue-Green,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Peru,2013,Green,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2013,Green,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Green,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Colombia,2013,Green,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2013,Green,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Mexico,2012,Green,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Mexico,2012,Blue-Green,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Brazil,2012,Blue-Green,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,82.42,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
Arabica,Colombia,2011,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42,Specialty Grade,No specific recommendation,Specialty Grade,No specific recommendation
Arabica,Honduras,2017,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,Specialty Grade,Cold Brew Brewing,Specialty Grade,Cold Brew Brewing
